      1024 18.96  0.04
      2048 18.62  0.05
      4096 23.68  0.05
      8192 26.43  0.05
     16384 23.85  0.05
     32768  7.74  0.05
     65536  7.72  0.05
    131072  7.52  0.05
    262144  7.51  0.05
    524288  7.41  0.05
   1048576  7.30  0.05
   2097152  7.26  0.05
   4194304  7.23  0.05
   8388608  7.12  0.05
  16777216  6.83  0.05
  33554432  2.66  0.05
  67108864  2.62  0.05
 134217728  2.61  0.05
 268435456  2.50  0.05
 536870912  2.64  0.05
1073741824  2.65  0.05
